views,likes,
164740,19999,
110364,12486,
338373,22621,
144404,16767,
88433,9382,
1002974,44560,
52754,8329,
119746,15638,
240492,37271,
50273,5271,
230555,22734,
283406,22185,
167423,17622,
147876,16648,
289766,23368,
91169,10707,
174722,19716,
128647,16886,
126376,17530,
380592,30807,
278319,21951,
211207,19853,
261734,21339,
281793,33343,
199091,19648,
133926,17750,
378706,26333,
580124,34015,
121028,17427,
181330,20837,
355824,24774,
102708,14277,
191422,22911,
293261,27846,
135888,19432,
84176,7279,
342740,29232,
63011,8135,
109093,19688,
182360,30078,
289794,22292,
260510,23431,
187881,18594,
403339,27342,
192551,20162,
191951,19871,
186205,18299,
221503,22923,
58612,6552,
118938,15685,
225310,23838,
181543,23437,
176612,14682,
220320,24819,
148451,16317,
139575,16079,
67885,6544,
508239,25609,
241795,19233,
220500,23820,
191229,22057,
142592,17224,
127618,14537,
1195668,70826,
368745,30603,
231329,17370,
224531,24790,
233945,16551,
114228,14129,
236243,25675,
188843,18803,
150807,19004,
115188,15713,
197896,23024,
469368,39044,
151483,18463,
128831,15805,
257819,17732,
235706,23203,
493398,24490,
161453,19295,
273539,24011,
178678,17513,
108183,13345,
211911,19709,
170726,20996,
224903,22360,
222126,23574,
184255,19869,
167123,20444,
304206,27532,
227814,21862,
657576,48446,
143280,17938,
237685,21177,
279367,27473,
334076,24321,
810716,49084,
264901,26289,
159256,19441,
266569,27848,
125610,10516,
48098,6392,
246098,29296,
100233,13558,
186394,21253,
139995,17961,
306117,23965,
197688,23991,
231574,20719,
163414,19773,
168552,20430,
218854,23688,
176573,20507,
268568,23638,
137539,14536,
215947,21734,
210520,21090,
305240,25319,
498990,36971,
194016,10416,
176271,22260,
121091,9279,
192368,22100,
322973,18292,
71872,6064,
247615,21776,
322641,24667,
480942,29449,
539171,33617,
231557,25994,
206864,22818,
116808,10265,
100592,10049,
171155,20001,
199380,19716,
222042,18718,
234249,16344,
277430,27561,
170014,10059,
163928,21050,
298484,23471,
210896,20898,
157639,24170,
330897,36338,
253431,28868,
188892,22083,
547807,41398,
295779,30768,
102018,10294,
187211,17995,
216602,20983,
127066,10216,
262450,19983,
66887,9975,
436806,21143,
146968,21628,
210955,21702,
229875,19406,
330713,28789,
91332,15988,
147191,19299,
91489,7568,
203257,23221,
238390,25043,
96159,9076,
193497,18138,
241924,23900,
252384,30223,
520575,33986,
262046,27765,
384599,38107,
343980,20971,
1572912,58520,
457866,20688,
434709,24913,
262434,22572,
272178,16679,
268739,16700,
230172,15297,
250701,15739,
194310,13682,
284640,18056,
615753,32565,
81096,8525,
330802,21036,
217093,24169,
378134,20845,
162994,19655,
112551,7992,
165565,12458,
262438,23899,
554384,26946,
162619,11084,
363925,22760,
248516,19786,
294965,21031,
544470,35840,
713829,40338,
82577,12722,
190775,18403,
345277,26275,
453283,35751,
446257,30280,
869774,45585,
149990,13184,
154425,9046,
210458,23436,
157210,19364,
219227,29230,
167734,18038,
268677,28121,
271198,22060,
326541,20096,
250521,26876,
266213,26865,
175037,12679,
138801,11085,
518499,40258,
96498,12788,
453038,35089,
177135,20798,
200253,21440,
198466,20419,
72475,7460,
229623,28206,
286194,20915,
162779,22087,
108016,7168,
315330,28118,
221643,23383,
387147,21197,
290664,20161,
283900,32172,
594302,31655,
170003,21521,
276711,28663,
234227,26932,
567842,29913,
339468,30188,
319898,24076,
156623,17862,
180502,18441,
223972,25819,
153884,19353,
204955,22218,
178333,18828,
264254,23654,
275609,24723,
175275,20523,
226969,22791,
185746,15307,
227104,14809,
86369,8123,
114089,11263,
152239,16005,
176206,18565,
165318,14361,
109759,11093,
177125,21068,
125210,12907,
455252,33834,
250278,29006,
158320,21071,
203498,35183,
306585,30656,
199500,17212,
549011,30108,
323306,31907,
207371,23417,
288825,16683,
246393,21031,
185115,13816,
211432,24346,
208519,22047,
476849,31404,
174513,12409,
189368,18965,
176127,24049,
161853,25158,
260780,22946,
219097,14996,
183070,17193,
189137,21918,
305756,28499,
153775,19278,
774419,51226,
822269,46454,
692252,45123,
691813,45350,
695188,47303,
777918,54069,
925663,54030,
956095,56675,
1008636,60301,
1103785,66867,
2185391,101667,
246025,21642,
263831,29503,
182993,21312,
243265,27110,
683991,38727,
160752,11383,
432778,43046,
489498,16945,
205747,23515,
175396,22296,
2124,82,
11593,317,
5833,224,
12701,274,
32601,1111,
19610,250,
137619,1504,
110213,825,
315731,2757,
9869,182,
14376,250,
720442,7060,
29575,317,
56888,624,
25625,391,
21925,285,
34477,471,
83727,1180,
91133,1034,
316386,2476,
145691,1487,
563306,5308,
306905,2902,
163882,1309,
2349739,21046,
63598,832,
37062,379,
136897,1204,
190801,1708,
86585,744,
1178544,9772,
350550,3549,
2210277,22674,
421445,3193,
4039246,29981,
801246,7852,
382648,3079,
6539,59,
2098,24,
103174,901,
996,8,
5075,75,
8195,81,
2279,17,
17296,118,
1803,25,
5179,54,
10920,152,
31978,179,
15177,79,
309325,1778,
11863,62,
18878,117,
248836,1654,
112874,450,
47135,356,
97803,519,
129898,728,
38443,204,
22351,226,
46383,297,
12751,79,
132780,605,
20132,134,
17740,142,
24268,131,
3602792,27859,
23477,148,
7566,64,
137636,907,
14451,119,
6516,62,
80042,523,
92556,675,
9009,78,
12302,99,
14834,160,
67740,530,
410570,2618,
539002,4244,
133724,865,
287509,1939,
268028,2352,
2146494,14129,
391868,2522,
225876,1584,
451299,3149,
115677,824,
119768,784,
195176,1639,
714205,4982,
164878,1386,
717,7,
422,7,
1691,16,
106376,891,
168947,1301,
69525,421,
50256,243,
26355,116,
107626,542,
21528,130,
152598,865,
77525,390,
35545,234,
102214,798,
125578,631,
96825,786,
13544,74,
11750,71,
19624,117,
177283,1365,
104573,595,
51859,400,
189637,1383,
142270,1061,
105517,772,
105696,861,
1065478,5288,
221662,1190,
83427,511,
470346,3952,
82393,578,
268391,2139,
78552,536,
323767,2124,
104754,745,
2309624,18188,
13074,73,
76185,371,
129012,807,
27040,182,
120465,898,
152669,1113,
97868,684,
142952,1034,
46505,268,
14184,99,
68906,455,
65286,258,
79541,521,
1031279,5975,
101509,566,
334246,3115,
84046,525,
88355,634,
625049,3045,
3048476,14605,
98392,452,
169926,1271,
77930,545,
283808,1540,
783850,4973,
77339,647,
1273659,6748,
459578,3041,
208154,1240,
155972,1007,
550156,3502,
81230,480,
108519,686,
103869,666,
185841,1185,
106884,708,
47617,344,
220061,1444,
458930,2561,
23824,149,
80218,550,
26369,177,
763915,4355,
12930,49,
799040,3503,
96674,667,
122210,899,
258616,1939,
183393,997,
2184555,12649,
144143,832,
1193454,6258,
40597,204,
184719,949,
561520,4299,
696114,4235,
307329,2174,
3740156,20395,
377055,2530,
1844341,8072,
339124,2370,
200577,1061,
480713,2937,
336393,2185,
3613220,20489,
2353304,13077,
1904897,10271,
744017,4380,
9402811,45587,
735971,4568,
65393,3234,
92842,4749,
18196,2960,
50341,3602,
385427,30535,
642678,45890,
624637,40127,
659043,46760,
153811,9516,
759706,56105,
2005713,100873,
395594,24248,
545016,79183,
45657,2606,
596919,44582,
561139,33693,
100405,5054,
41738,2228,
480266,27345,
565586,36837,
46083,2519,
922138,50402,
61837,3221,
773733,47574,
374366,27264,
199177,10123,
95103,4320,
864987,52326,
246501,17633,
604024,27625,
518294,33798,
768748,50689,
52260,2027,
107577,5064,
637187,42562,
201770,9372,
624721,28705,
141683,8512,
246635,17167,
126842,7176,
135076,7568,
220323,14449,
219081,10916,
1145698,75918,
42059,1837,
621853,39099,
35983,1700,
827430,38635,
46722,2157,
1723392,77684,
258864,15488,
155250,7821,
34173,1838,
856751,38976,
41850,2007,
997267,64750,
140050,7520,
194114,22875,
36234,1927,
1510601,109873,
129943,7657,
45726,2214,
121614,7081,
948184,59318,
30889,1417,
133144,6545,
74445,5281,
142713,6037,
141174,9314,
129431,6917,
573857,24142,
313673,18882,
116771,6963,
958096,53317,
395955,22597,
579688,38834,
746399,30856,
464530,25815,
37529,1988,
1823915,99971,
35596,1778,
1545295,68427,
109230,6914,
42892,1992,
177786,10769,
42604,2168,
31828,1679,
48023,2682,
43608,2045,
160867,8533,
409156,25019,
141276,7011,
251232,13709,
485503,28113,
167813,7533,
62833,7037,
115763,7318,
267430,11452,
169982,10086,
60190,3115,
465750,29486,
381064,16087,
68311,3177,
200931,8871,
209167,10939,
208048,8396,
755535,43191,
207084,8311,
1215772,79719,
212069,8355,
891992,58705,
1057566,64768,
46019,1820,
299156,13009,
49823,1841,
165027,8179,
48095,1940,
241425,10197,
180845,7577,
59022,2456,
915670,63136,
190510,8471,
84827,4269,
1412456,98951,
1036043,71936,
219730,9332,
273682,31278,
908561,53645,
213097,9200,
238801,16757,
125091,8613,
246318,10535,
210601,10661,
67715,3294,
554111,28101,
218088,9645,
731570,42607,
53069,2917,
479774,31261,
65112,3440,
944009,60596,
107427,5234,
263058,11664,
363611,21297,
146127,10596,
156322,6969,
203510,11650,
237185,9987,
345678,17632,
185083,8288,
1356605,65946,
202785,8955,
212422,10144,
58387,2077,
277052,12819,
50082,1848,
366300,20156,
40288,1609,
39489,1840,
510014,20598,
190749,8479,
300899,14556,
721191,40801,
307150,12754,
289870,13710,
815053,47662,
401894,39560,
299134,12673,
363858,36039,
356285,14590,
723446,45378,
441123,18587,
195621,23174,
342261,13574,
467655,21491,
381962,16330,
426133,41284,
534720,24408,
773889,36946,
1320025,59595,
339290,13390,
512875,44380,
310413,14044,
921724,61286,
446224,17814,
2526220,145797,
728886,42259,
409233,18210,
850941,47453,
470205,20055,
604951,49339,
585928,37767,
1115490,40547,
73247,3536,
607842,48233,
73192,3357,
522500,20847,
74796,3455,
1206151,65899,
77893,3718,
1297388,72662,
162311,5837,
800642,45170,
123866,5657,
705884,55528,
812390,49162,
398366,19236,
297232,12555,
1225803,79946,
248819,10990,
1970825,101655,
187672,8754,
1083838,59939,
195830,9093,
398377,21827,
763236,52507,
280128,9238,
283795,14738,
172517,8282,
912699,58469,
183469,8888,
1854817,120087,
347624,38945,
184512,8388,
246030,15785,
368817,20002,
251193,10764,
495077,38175,
420545,18890,
98309,4986,
413504,21198,
96873,4463,
1013487,66594,
96601,4625,
1586714,80443,
125277,5009,
126906,5538,
117923,5370,
333143,28138,
155542,6483,
529404,32566,
180784,7333,
221286,8695,
534323,35276,
360557,13160,
188428,9851,
1634205,84138,
1052240,41606,
1010146,43741,
808636,55331,
790301,50515,
382512,26339,
690757,48636,
343617,19500,
901785,56993,
208483,16340,
1580893,114540,
223197,9643,
344675,18305,
471209,21587,
443300,22183,
391137,17868,
703850,34566,
327981,14957,
576550,27390,
400545,17082,
671865,35579,
513863,20990,
1032439,56819,
185368,8373,
579204,24281,
753896,31598,
117396,5481,
1794809,72703,
134891,6251,
353080,41416,
137388,7096,
801677,45693,
3273164,158085,
566298,28905,
154021,8122,
674018,50108,
149120,6619,
139461,6225,
177833,7324,
2394560,123670,
197860,7888,
1438794,82580,
177774,7625,
183687,7912,
140133,6413,
40777,1926,
235118,9883,
169927,7588,
300478,12175,
38100,1792,
335738,12824,
479189,17045,
38580,1857,
1554899,60457,
46724,2110,
323772,16269,
53063,2536,
77944,3471,
844161,50404,
501111,22638,
792630,35181,
58177,3596,
61892,3216,
584462,26387,
82326,3780,
120939,4734,
412147,18829,
127757,6301,
543245,26292,
164428,5860,
279842,14292,
487680,20208,
350431,20003,
760674,47034,
224589,12078,
1588548,78567,
106374,4606,
505593,36871,
105255,5719,
1567789,98361,
154296,7373,
115965,5657,
123868,6539,
1107584,77114,
158538,7905,
45079,3439,
45424,2686,
469247,20675,
245881,12843,
53989,2947,
239748,10598,
591513,30992,
345846,16566,
67902,3442,
286715,17655,
123685,6456,
77203,5289,
75564,4754,
96018,5745,
565541,72298,
365392,20714,
171762,8811,
109498,4995,
188451,11940,
97364,4713,
280735,15802,
124759,5810,
173213,6768,
277704,15434,
883649,52210,
285044,14710,
152087,5808,
137015,6264,
780350,40736,
146921,6822,
672098,35740,
402001,17373,
147415,7069,
680703,33278,
1550809,92290,
140487,6046,
205742,8458,
1067520,71118,
554524,27926,
779283,56614,
1100806,79871,
254003,25244,
201135,9223,
426495,19040,
1513258,81279,
114167,5562,
197447,10113,
2001328,100711,
289875,15129,
796354,63780,
561904,24405,
317041,13861,
462775,27508,
659790,50319,
335841,39217,
519337,22748,
211754,12289,
122060,6357,
152410,6873,
1216280,62739,
124775,6243,
955010,86281,
1348388,93329,
458934,17168,
143599,6558,
440230,18013,
167019,7301,
143941,7329,
135708,7089,
506486,35771,
178871,8456,
148164,7976,
175855,8378,
222755,10289,
506111,35701,
241776,11464,
229991,10143,
342442,15059,
445683,18590,
1482065,60313,
491243,23782,
466323,25741,
1706214,95871,
1969323,108279,
154304,8428,
969916,56848,
614786,26274,
2716956,150503,
97206,5688,
1465696,82015,
118429,6009,
780504,43981,
131911,6589,
138120,7064,
160148,8196,
320091,16661,
174675,8610,
3173743,125153,
222822,9999,
483877,26839,
274958,12570,
360078,23074,
367694,16937,
1222831,61341,
344566,16876,
985672,47230,
686348,19803,
529018,28856,
215280,11473,
460009,21647,
315345,15385,
384696,18870,
855250,49581,
459070,56397,
359636,12197,
714897,31491,
380270,14604,
404877,19105,
217532,10076,
494593,23374,
959815,50541,
1290695,81536,
1045686,46657,
1588896,84979,
440822,20361,
63169,2730,
63024,2778,
171860,7691,
53914,2753,
60948,3039,
115607,4937,
80817,3712,
490757,22406,
259167,11415,
296382,14569,
155516,6177,
537958,29227,
165789,6426,
1226266,78536,
166104,6942,
186218,8288,
784761,38290,
91263,4877,
785969,55313,
94751,4235,
91694,4418,
1261590,66184,
123864,5561,
1007309,85494,
312928,12324,
141028,6782,
337274,14572,
521522,24683,
801374,50087,
1580300,57220,
259769,13166,
207700,11475,
504329,25219,
1855625,92907,
501189,25549,
1037060,53949,
1126006,44317,
371321,46368,
363910,19304,
2936124,126666,
845277,64467,
1259562,73598,
414348,21029,
268243,12246,
424705,25678,
45,4,
32,2,
60,5,
42,2,
116,9,
104,5,
6162,93,
1020,27,
620,34,
629,23,
451,35,
435,22,
496,26,
272,19,
2193,43,
10298,108,
58244,453,
374,6,
1556,27,
374,19,
75306,630,
10181,111,
1056,26,
77452,990,
5233,89,
749,24,
448350,5034,
1165,33,
1282,26,
1686,32,
2022,34,
2608,39,
875,19,
386,7,
47142,433,
335,12,
4572,50,
12709,157,
457,12,
3196,35,
36844,389,
68619,714,
9848,119,
9596,178,
18607,284,
81383,960,
640,14,
657,16,
357,6,
333,11,
475,16,
485,12,
21777,196,
827,11,
2598,52,
3473,57,
1115,34,
502,11,
1196856,14026,
27623,1015,
31168,2319,
36865,3099,
10828,605,
16554,1097,
11405,586,
83245,3011,
24198,1342,
27771,1851,
26143,1156,
63053,1488,
15239,791,
5958,487,
63227,2016,
9514,591,
9305,479,
27404,1666,
29058,1360,
68762,3743,
25056,1252,
86235,3811,
60755,3906,
10537,657,
27611,1035,
41052,1555,
24100,1152,
28258,1542,
265359,4940,
62795,3306,
167390,3606,
6904,208,
32453,1206,
99754,4564,
0,0,
45580,2319,
20620,1514,
25637,1558,
190292,8076,
18293,1219,
44988,3587,
29042,2111,
5317,413,
31040,2305,
25841,2439,
81753,5132,
324320,13682,
51364,3486,
2886,368,
12888,972,
14900,1029,
76832,3306,
247893,4645,
79883,3165,
41981,2199,
121569,4049,
104860,4408,
68976,2360,
61013,3040,
68113,5023,
333007,9469,
29800,1393,
53643,3635,
105578,5360,
30030,2164,
316309,11134,
13518,841,
14542,1285,
193261,6367,
140581,7977,
104384,6641,
9063,605,
77961,1330,
277208,12112,
52497,2131,
7022,829,
30271,1695,
10402,807,
13055,936,
293332,13711,
44647,2509,
8017,679,
41790,1521,
22831,1212,
44252,3022,
54418,2555,
122263,4681,
262115,7489,
116692,5352,
60102,2934,
157395,7688,
103501,5168,
28809,2380,
21628,878,
19970,1437,
63716,5118,
34864,1632,
238418,8502,
102801,2640,
30083,1391,
71186,2854,
114299,3540,
55896,2524,
9062,614,
58380,1837,
24540,1349,
12680,1348,
137139,3887,
25041,1462,
7064,571,
16080,979,
17449,864,
97262,3433,
22246,1334,
50171,2305,
33917,2000,
109663,3807,
102734,3748,
35088,2148,
150667,6196,
220652,6283,
31494,1288,
44190,3091,
34855,1877,
78880,3336,
49560,1956,
66036,1773,
142949,5545,
127588,7744,
81201,4456,
29401,1942,
47695,2558,
23628,1921,
80066,3603,
219008,8841,
32013,2635,
148551,5637,
69867,2438,
47280,2226,
85397,3694,
109973,6642,
54660,2468,
248137,8882,
292443,11141,
281729,9329,
67816,2770,
163044,4512,
299226,6269,
72599,3262,
81950,2967,
181598,5434,
131143,3688,
37044,1715,
101340,5105,
92758,4570,
35773,1450,
130129,5450,
38684,2192,
87394,2816,
19037,1594,
45347,4162,
33624,2044,
9762,1062,
190453,7664,
35422,2321,
524977,21322,
14340,1591,
7341,1089,
29193,3005,
52218,3433,
17471,1848,
20849,1959,
26975,2577,
17054,2064,
5018,833,
13352,1735,
23964,2608,
58311,5369,
48163,9092,
33478,4103,
78166,5176,
31141,3766,
41327,4588,
24674,2737,
27533,2930,
32482,3951,
214918,21028,
145840,7605,
87138,5460,
13038,1809,
97226,9086,
102813,8895,
19940,2823,
53636,5843,
110347,9657,
64894,6935,
26021,3265,
383522,28682,
103998,7058,
25773,2473,
26142,2522,
33197,3748,
28260,3439,
7964,1259,
15137,2278,
10232,1433,
24785,2785,
12015,1781,
9615,1432,
136245,12303,
14971,2051,
34769,4519,
17810,2520,
368158,32789,
107252,11157,
140247,14426,
152170,15675,
154156,13047,
7232,1226,
164660,8926,
15585,2296,
21636,3153,
15395,1941,
56102,4757,
5777,971,
41656,5133,
19778,2286,
36087,3829,
75988,7699,
28481,2786,
25891,3507,
74391,9747,
53240,6843,
41177,6857,
31676,4332,
10867,1794,
10703,1680,
7277,1313,
14332,2444,
24899,2973,
266891,45213,
8701,1595,
271328,38375,
135631,21284,
15033,2377,
11038,1806,
266134,40096,
15618,2263,
343664,52564,
167781,27774,
105548,18400,
685045,98257,
34656,4860,
214299,31021,
244674,35438,
47447,5160,
59297,11256,
350092,55583,
9044,1464,
24777,3599,
194303,31767,
11709,2025,
119220,18123,
98488,18232,
189673,25856,
101939,16619,
28744,3809,
745480,119287,
87664,6249,
20784,2926,
472905,72318,
461168,57677,
27256,2617,
341714,55887,
461709,61708,
16882,2475,
168180,26149,
190680,30311,
15400,2592,
446608,74226,
328701,43936,
112935,8551,
46171,7664,
773406,86671,
8245,1502,
62635,10271,
204708,28202,
13548,2131,
86937,14530,
1281253,134497,
110418,20366,
1802224,224765,
22949,3538,
268635,38976,
203357,32591,
14755,2151,
34985,5440,
224487,28172,
20148,2609,
164817,21923,
9416,1368,
35157,5603,
65308,10671,
264227,38145,
36415,4515,
177171,27194,
29549,3821,
280343,46497,
15551,2326,
248614,35437,
399871,62150,
76855,8788,
203443,32025,
540547,100367,
37457,4353,
145132,23677,
290280,46259,
25999,3512,
635222,87884,
108702,15425,
45526,4420,
392492,56077,
240670,34377,
110615,12482,
768246,87627,
1121297,157655,
32454,3966,
586444,87465,
444388,61505,
28930,3465,
799685,109182,
191071,29971,
20081,2595,
150415,21393,
58183,6681,
30960,3638,
84942,12534,
909233,140350,
203771,26764,
17743,2423,
86941,14320,
119720,18763,
41543,4968,
28197,5263,
240521,29636,
15297,1978,
15892,2458,
1145285,174812,
153766,26316,
20825,2677,
62653,9737,
123949,10446,
156964,24567,
34511,3886,
272554,17645,
421593,57346,
144361,22786,
125570,8621,
55327,9494,
134264,19504,
44342,4944,
13433,2086,
1251877,141383,
110297,19161,
6876,1351,
107823,16018,
409091,59186,
70729,5220,
347196,48604,
225386,39750,
15700,2144,
782266,87038,
1730913,253626,
22926,3045,
1272480,120514,
36252,3925,
133473,21447,
201519,35394,
205755,7138,
769396,89240,
24048,3147,
96810,9290,
2164708,246336,
44570,4734,
12412,1802,
215609,32033,
10987,1649,
441524,59837,
68593,5142,
663840,95046,
10758,1860,
14581,2256,
1365291,182232,
18748,2508,
35542,4245,
33514,5597,
19846,2251,
269917,44167,
5538,1188,
71634,11711,
108703,18219,
10377,1538,
74318,9113,
8856,1310,
150807,22875,
11587,1844,
107943,14544,
11877,1662,
59973,9327,
18537,1866,
79737,12545,
21085,2666,
357842,48574,
25556,3186,
6760,1202,
206973,32140,
63403,8251,
3762,902,
12291,1722,
8383,1527,
20247,3100,
5885,1211,
70984,10231,
10905,2106,
8052,1479,
16395,1981,
20218,2970,
17432,2372,
123735,8950,
30112,4086,
20137,3092,
14358,2477,
127509,12785,
15226,2254,
32360,4078,
12572,2038,
97372,10294,
431746,52220,
24950,3167,
9759,1546,
8411,1611,
3930,814,
11703,1743,
75121,9103,
7062,1464,
10345,1741,
6095,1216,
6257,1180,
9591,1607,
8025,1641,
8508,1865,
4919,1140,
6162,1222,
11680,2142,
10795,1848,
53988,7044,
18631,2849,
9276,1847,
11665,1965,
16750,2873,
18216,2434,
7597,1597,
12561,2337,
5615,1043,
13499,2128,
4814,967,
6980,1434,
5100,769,
34046,2269,
14098,2626,
7838,1340,
6500,1253,
5130,908,
7095,1344,
3491,715,
9129,1684,
12087,1579,
5236,1279,
13388,2370,
5509,1211,
7157,1366,
8856,1775,
4516,1135,
8792,1009,
4350,990,
17699,2723,
21230,3375,
29088,3499,
13450,2225,
43598,4076,
26622,3921,
41103,5664,
42771,5022,
24773,3513,
9620,1712,
9707,1806,
20439,3565,
39279,4916,
54648,5836,
7708,1557,
62790,1378,
277406,1595,
365400,2648,
92696,839,
402381,1980,
338807,2038,
368854,5519,
144222,1446,
428113,4162,
752269,3851,
823034,4862,
874698,3551,
781728,7706,
475865,3979,
461986,2991,
400794,2304,
568343,4683,
14066066,58486,
1661685,11026,
1925076,8492,
499394,4417,
2292546,9883,
231655,1507,
354078,4329,
662744,6747,
1424721,5354,
1209262,9098,
897167,4279,
838049,8353,
432192,2783,
992843,4215,
4081057,22561,
412892,2713,
862208,7542,
17712039,64478,
421865,2955,
1611943,7013,
735442,6727,
3665049,15087,
1662167,5488,
6095429,22940,
906751,7316,
3282246,23069,
2916588,30823,
725185,3679,
573965,5211,
1783055,6556,
4379092,17529,
660009,3369,
878423,7684,
2224536,10691,
1364689,5966,
453335,3179,
669463,5444,
1136062,4315,
1034334,3828,
2120981,7119,
829146,6221,
929181,3841,
1037562,8580,
506536,2739,
478788,4392,
148984,1973,
922677,5138,
478975,2571,
325811,3154,
717761,7966,
4522797,12887,
2496116,6587,
954616,3801,
1180723,9978,
5266720,23384,
293889,2210,
438742,2704,
393387,4103,
502987,3303,
1164656,6463,
13523123,50986,
1025983,9402,
808252,3380,
438038,3045,
3215611,12828,
1742080,18722,
2327805,7898,
49513277,127147,
3030046,9927,
479734,3644,
1939651,41227,
2500439,8435,
18520979,69269,
671696,4985,
484136,4264,
8127391,20958,
1167632,4495,
16211769,57518,
4567752,13082,
2091991,20482,
451282,2517,
871540,3704,
1043053,12418,
471356,2903,
902023,7673,
4947103,21810,
2881871,9820,
847866,4893,
2697951,18548,
3238274,10193,
854068,5608,
1691950,7847,
731106,6082,
1989072,11758,
1571177,6181,
1020846,5780,
799269,6146,
11796119,33030,
4512311,16256,
5194693,18966,
967344,7545,
2627799,10522,
19880251,78196,
6568180,25070,
7462562,24278,
2116387,18895,
1725187,5736,
988621,5764,
901081,3918,
500285,3436,
856043,7743,
936430,3601,
1286157,5361,
9999007,27084,
463982,4080,
28881063,77028,
18484859,193861,
18820175,63944,
2227829,17722,
12553659,246023,
1628255,6220,
859472,18318,
734741,8675,
2495042,12045,
1135989,4221,
5948189,17087,
2393291,30493,
1754468,8354,
8688555,111572,
22723652,61476,
524145,4114,
1496586,13979,
1073938,5472,
4078474,13990,
3016470,14622,
2406726,16999,
2098201,7723,
6445198,19178,
15764441,146990,
1690427,18134,
14032655,46829,
7786925,86935,
17148139,56449,
2244237,7208,
1016837,11985,
1021893,5235,
14842616,38862,
23482618,270931,
1020925,8914,
8128140,19666,
316980,2866,
14942385,125872,
339364,3459,
9466657,33347,
2197430,8283,
325773,2205,
2101237,19005,
5899914,17645,
1957243,7848,
5031186,28086,
1395006,9650,
25424178,71525,
833571,3747,
2120036,15969,
10043500,36536,
11522711,36084,
5556640,18958,
1125226,18001,
522265,2896,
5252446,21517,
11083603,37529,
1266072,9715,
17859854,86966,
5109219,20310,
51424611,198560,
1064702,9430,
12501473,35425,
6628741,30593,
1569613,11779,
924973,7746,
2258222,21486,
548750,4994,
1151434,8625,
1146360,25828,
1487828,8611,
716341,4044,
3600849,27502,
4480865,25695,
18307209,55999,
493032,3693,
1404030,9728,
3375169,15927,
1497081,6510,
794081,3715,
5500978,20892,
1272974,10476,
3640778,16431,
2824361,14217,
610124,5781,
977897,7878,
6165438,26266,
987493,5443,
2005555,20138,
584504,3923,
1873719,11296,
6501781,17716,
729070,5619,
2108856,19760,
7972079,45299,
1007997,6148,
923403,6246,
997023,8150,
6119685,20185,
6106839,30756,
395218,4808,
1124350,6587,
2229361,9494,
6579423,30673,
3822053,38423,
6507803,52208,
5696124,21805,
1364125,8745,
3343425,21116,
1297325,10562,
2499335,26465,
739053,5555,
801304,4807,
4634332,32582,
5409336,18551,
4840766,73000,
57718542,233084,
416416,5251,
1169691,6288,
734757,5938,
942493,7268,
292830,3719,
3445223,18149,
10614429,40389,
429402,3702,
6697934,27053,
2833773,11909,
2973862,8881,
847405,7035,
22131681,78173,
1608189,9458,
2660865,10606,
388594,4039,
45231611,119220,
1667341,10550,
38301516,205101,
8868484,27692,
873417,8595,
3987251,31377,
1227891,10805,
8376401,55544,
818073,7999,
339328,2584,
8946287,40942,
3978869,15092,
2831393,20444,
2384482,13313,
577905,3258,
4371322,17423,
2069138,17259,
32085860,123395,
1078488,9770,
805639,7718,
2171997,13128,
6391859,23465,
516639,3661,
10367702,34103,
824353,6684,
1347301,6897,
2024747,9851,
4469266,18649,
1363086,11873,
992330,4922,
6749860,23314,
524285,3458,
1916697,13369,
46941446,123570,
512342,4341,
3397100,14319,
2651472,19936,
2252645,10578,
4968120,24354,
434530,3310,
1101503,9440,
1672185,11699,
1329431,10558,
982340,7718,
530636,5611,
1288169,8723,
7748476,68924,
985912,7718,
266367,2159,
2365804,17478,
1181579,8090,
467176,3310,
364124,3449,
1989152,17710,
22613350,85731,
488960,3999,
1460387,20951,
1091739,11093,
1464365,15456,
879149,5275,
496012,5584,
1806077,12945,
5339581,38091,
519853,3559,
304053,1720,
452918,5149,
440975,2477,
5787127,22680,
16333802,90628,
1692113,15525,
168564,2074,
1263851,24069,
339732,2677,
167006,1649,
1882692,15096,
562936,3520,
25873564,80589,
1721301,12370,
642651,6125,
12655356,51544,
1966204,10329,
1327456,11948,
878259,4697,
2711427,16819,
269944,2152,
942636,8220,
11833496,39668,
280481,2160,
3418172,17489,
1066272,10455,
171500,1614,
1692283,21548,
1005717,10431,
3369618,18738,
273051,2536,
333155,2909,
719916,5840,
3762057,19792,
2161046,18241,
20366853,106992,
1774857,29206,
566026,5263,
17871006,65066,
8650849,39047,
197504,2423,
988140,8977,
3023635,12663,
1400561,8677,
967458,7862,
3085979,19035,
2238470,9635,
1687469,18557,
443951,2907,
12326138,64659,
441329,4326,
1363179,8579,
2224226,10429,
338934,2500,
423373,3222,
40307769,407286,
7980742,42831,
487984,5183,
1327259,12718,
537057,5124,
3575818,17761,
1399571,11547,
3919981,17913,
471910,2852,
3011387,26196,
1109635,10067,
576327,5864,
54095753,515069,
1233433,10778,
9705411,47468,
315184,2488,
1823993,13329,
8803490,34080,
688199,5976,
2283767,9567,
906864,8281,
9844753,45176,
3384891,21686,
13472657,45656,
1000364,8648,
13417446,45110,
6622907,32554,
1395331,7544,
2657150,19308,
2285119,17760,
280560,3160,
1274249,11662,
21815515,99652,
309583,3174,
